Game ID,Comment,Label,Home Team,Away Team,Kosovas Result
3,"Kur nje vend organizon nje kampionat ai vend shkon automatikisht ne at kampionat besoni se na smeritojm mu kaulifiku edhe nese naj er organizojm diqka,marre duhet me ju ardh mi merdhi shikust.ski qka bajsh kur ne deklarat del e thot kemi mundur ta fitojm ndeshjen por edhe ta humbim ate.Tmerr",Negative,Kosovo,Andorra,Draw
18,"shum e vertet kjo
Edhe Grupmoshat ishin perplot te mbushur me Korrupt njerz te sistemuar me dosta nuk shkon po me Pune korrekte! Kush e Meriton si lojtar jo baballart me shkel Lekun me zor lojtarin e kufizum Talent me bo as Kapiten!. Nuk bohet humbje kohe dhe gjeneratat pi djegin!.
Si po asht me ni klub jasht po mendojn se ata din me lujt.
kokat qe kan met me mentalitet te ish Jugoslavis ka 63 vjet duhet urgjent mi hek nga FutbolliKosovar!?....",Negative,Sweden,Kosovo,Loss
19,"Pa lidhje,pse mos me qitë shenja,si të trafikut,e me jua tregue vendin e golës...
",Neutral,Kosovo,Spain,Loss
15,"Rashica Veq Po vjen me lujt badihava sa me zan ni ven, se sen nuk po ban.
",Negative,Greece,Kosovo,Draw
9,"Per fat te keq ne i kemi ngaterru deshiren me mundesi
",Neutral,Greece,Kosovo,Loss
3,"Hekne more ket cerkuz trajner sdi pse jepni pare per ksi trajnera qesi trajnera ne lig 2 kosoves ki sa dush se per super lig spo foli , plus sdi udheheq si Muharrem Sahiti qe i ka shit lojt tan jeten sduhet me lan aty lojtart jon n klane veda rashica kshyrin veq per veti zhegroven e nenqmoj. Si lojtar veq kur e kan paqare pasojn te aj qet muriqin duhet me ja mledh bet pak",Negative,Kosovo,Andorra,Draw
4,Zeneli lojtari me i mir i Kosoves.,Positive,Israel,Kosovo,Draw
3,Me sodin kape qone ket trainer ne shpi se ska sen prej tij,Negative,Kosovo,Andorra,Draw
4,Per Pak ???? Komentatori Ma Iki Trurin,Neutral,Israel,Kosovo,Draw
29,"Pjesa e par prap ska qen keq e dyta dobt kemi pas raste spaku dy tri per me shenu por per momentin ky esht maksimumi lojtart te shtresuar me frik gje qe esht normale po mos harrojm se kta jan ata qe na ben zemrat mal duhet ti perkrahim do vijn prap ato ditet e mira e Zhegrova ok po e tepron po i vetmi esht qe si te merr topin kundershatri shtresohet ky vetem porten e sheh jepni koh do na bej krenar do pjeket ende i ri esht qdo ndeshje po permisohet na duhet koh forca Kosova
",Negative,Kosovo,Moldova,Win
8,"O kthejeni bernard berishen
",Neutral,Northern Ireland,Kosovo,Loss
19,"Mire po lujm, vec shpesh po hupim.
",Neutral,Kosovo,Spain,Loss
8,"Çka e kishim pas qef ne shqipet, krejt senet me i lon per n'moment tfundit, sikurse golat që po i marrim në minutat e fundit
",Neutral,Northern Ireland,Kosovo,Loss
3,"Lojtare pa ndjenja, asnitro ndjenja nuk kan per loje e per kombetaren, me lojtare te superliges Kosovare e kishin mujt Andoren. Tmerr, dhe turp!",Negative,Kosovo,Andorra,Draw
29," Topi e kishim ne sulm veç kur e bishin te mbrojtja jon te Herolind Shala edhe te Ujkani e kthejke prap te Shala lujke prap me Dreshevic prap me Ujkanin po a jeni bre normal bre a keni televizor te shpia a kqyrni naj her qysh luhet futbolli? Se me lujt kerkah nuk jeni!
",Negative,Kosovo,Moldova,Win
8,"Më mirë kish lujt Ballkani se sa këta lojtar. Betim Fazliji lidhje me top e me mbrojtje ska. Fidani veq kqyr sikur shikues.
",Negative,Northern Ireland,Kosovo,Loss
19,"O MILOT GELLI
",Neutral,Kosovo,Spain,Loss
18,"Federat Idioteske turpi jeni bo per ne kosoven gjynah per keta lojtar me pas nje federat te till e aq ma shum nje trajner amater qe nuk osht per kete nivel , me i ra pishman e me i kthy krejt biletat per me Gjeorgjin ?????? federat e leshit trajner Muti",Negative,Sweden,Kosovo,Loss
8,"Hapave të Shqipris janë tu shkue,kam pas shpres qe kta do të arrijn diçka me shumë po e kisha mashtrue veten dobët ska senloja nuk përfundon deri sa gjyqtari nuk e bën fishkllimen e fundit,çka me shtu ma shumë ,dobët ,lojtar të lodht si me be gabime me dashje.
",Negative,Northern Ireland,Kosovo,Loss
29,"Sdi qka e paguni MuharremSahitin ton lojen ni taktik tlojes sju dha lojtarve, ton lojen veq hajde hajde djema
Duhet trajnjer qe vendos diciplin jo krejt lojtart me fol aty, kjo fitore =0",Negative,Kosovo,Moldova,Win
18,"Rashicën as n'bankën rezerv se kisha marrë! Turp edhe 90 minuta me e mbajt n'lojë. Mazamakeq. Urgjentisht duhet trajneri me shku n'penzion!
",Negative,Sweden,Kosovo,Loss
28,Ngucen nkabinet tash kta kapak,Neutral,Kosovo,Lithuania,Win
13,Bravo bravo kemi filluar ta kthejm besimin ne lojen tone. Urime,Positive,Switzerland,Kosovo,Draw
29,Teper dobet,Negative,Kosovo,Moldova,Win
15,"Hjekne more kete trajner se na murr ne qaf. Kthejeni ne Zvicerr let maron Toblerone qatje.
Rashica, Halimi, Berisha, e disa te tjere, as ne 18she si kisha ftu. Po per me bo kete sen duhet me pas nje trajner qe guxon e qe osht profesionist, nuk i ledhaton, edhe i fut ne formacion ata qe punojne e japin gjithcka.",Negative,Greece,Kosovo,Draw
2,Traineri pa përvoj pa pregaditje të disa lojtarve.,Negative,Kosovo,Romania,Draw
2,"At dite qe ka vdek Fadil Vokrri,ka vdek edhe Federata e futbollit te Kosoves. Federat qe nuk e ka iden se cka po bon,deshtim pas deshtimi,asnje lojtar sjon ne gjendje me bind me projekte serioze. Ku me pranu ku veq e kthen kryt e sheh kon e ki trajner edhe e sheh seriozitetin.",Negative,Kosovo,Romania,Draw
4,"Hadergjonaj, Zeneli o kon desht të jenë nga minuta e parë!, Por Kosova sot i tregoj dhëmbët e Luanit!, bravo Djelmosha ",Positive,Israel,Kosovo,Draw
28,Loje perfekte,Positive,Kosovo,Lithuania,Win
15,oj federat e kriminalizuar e korruptuar deri kur ma ke ket idiotin plak deri kur qka jeni ti pa te mir te ky po qasi jeni edhe ju o kriminela,Negative,Greece,Kosovo,Draw
9,"Rezultate mësë i merituar tu e pas parasysh qfarë trajneri kemi e qfarë lojë bën katastrofë
",Negative,Greece,Kosovo,Loss
8,"Albin Kurti i ka fajet
",Neutral,Northern Ireland,Kosovo,Loss
19,"RASHICA OUT??
Tjerve HALLALL JU KOFT QDO GJË",Neutral,Kosovo,Spain,Loss
29,"Nuk e di pse kundershtoni kur kemi qen komplet ekipi i kompletun do me than pa ish covid-19 kemi qen te pa ndalshum por tash qe jemi ne kohe pandemie e nuk na lajn lojtaret kryesor me lujt at here fajet jan te pandemia
",Positive,Kosovo,Moldova,Win
7,"Lojë fantastike.Ju lumtë djema.Ka qenë një lojë perfekte me pasime, organizime dhe së fundi breshëri golash të bukur.",Positive,Kosovo,Cyprus,Win
3,Midis sheshit mi qit e mi rre me kanop lakt me ja hjek veten prej hujit,Neutral,Kosovo,Andorra,Draw
28,Urra kena fitu bindshem edhe me suedin njehit e dojna me suedin4:2,Positive,Kosovo,Lithuania,Win
18,"2016 ja kena fillue me lujt në kualifikime deri tash prej 16 ndeshje i kena 1 Fitore 13 humbje 2 barazime për botror Kosova 0-6 Kroacia , Kroacia 1-0 Kosova , Ukraina 3-0 Kosova , Kosova 0-2 Ukraina , Turqia 2-0 Kosova , Kosova 1-4 Turqia Islanda 2-0 Kosova , Kosova 1-2 Islanda , Kosova 0-1 Finlanda , Finlanda 1-1 Kosova kto kualifikime për botrorin 2018 9 humbje 1 barazim tash Kosova 0-3 Suedia , Suedia 3-0 Kosova , Spanja 3-1 Kosova , Kosova 0-2 Spanja , Kosova 1-1 Greqia , Gjeorgjia 0-1 Kosova tash ku kena me shkue me kto lejtar kërkun hiq edhe dy ndeshje jan sa me than me Gjeorgjin dhe Greqin",Negative,Sweden,Kosovo,Loss
29,Loj teper e bobet,Negative,Kosovo,Moldova,Win
11,"Mire kan lujt o njerzi sidomos Zeneli ne pjesen e pas ka qene fenomenal, si duft Zeneli me dal kur hini Bytyqi ish pershtat mire me Zeneli. Dhe i vetmi rast qenke tu rund rrjeten ka qene i Zenelit. Tjert Sulmues nuk paten asnje shance. Ketu problemi ka qene te kastrati- Aliti qe nuk dijne me qit pasime te sakta dhe pastaj por duhet me vrapu si kali, edhe mesfusha njejt pasime shum pa ballance.
",Neutral,Kosovo,Greece,Loss
2,"Alain Giresse hajt loqk jep derheqje ti bashk me nje pjese te madhe e stafit te Federata e Futbollit e Kosovës - Football Federation of Kosova perveq stafit mjekesor, faleminderit shume per kontributin deri sot",Negative,Kosovo,Romania,Draw
28,"Ju lumtë çuna, kështu luani!",Positive,Kosovo,Lithuania,Win
2,Ekip berllog. Giresse out e kryekrimineli i futbollit kosovar Agim Ademi ne burg! Perndryshe kena me met gjith nkit nivel.,Negative,Kosovo,Romania,Draw
29,"Bravo Çuna ????????????
Mos harroni se nuk e kemi pas fatin në anën tonë ne vitin 2020.
Shumë mha lojtaret nuk i kemi pasur, qe per fat te keq nuk na lejoj per kualifikim ne Euro 2020.
Djemat kan nevoj per mbeshtetje ëdhë në ditet e veshtirra..
FORCA DARDANIA ????????????
#jeminjë",Positive,Kosovo,Moldova,Win
7,Mos te kishte Kosova mungesa (lendime) ishem ne vend te par ne tabel.,Neutral,Kosovo,Cyprus,Win
9,"A e dijne kta qe loja luhet tek porta e kundershtarit e jo tek portat e tyre me portierin e tyre ????
A thu a e dijne sa here kan shku tek porta e kundershtarit a jo??",Neutral,Greece,Kosovo,Loss
19,"Spanja tu fitu edhe i ndrroj 5 lejtar a ky trejneri i kosoves me federaten bashk nuk po daj sikur P9 pa i ndrru hiq
Milot Bothqi 90min tu lujt a Selmani ne Banka
Ju qe doni me ardh me lujt per Kosoven dine se nana ju qihet tu nejt ne Bank.",Negative,Kosovo,Spain,Loss
18,"duhet pajtohei me realitetin ku jemi deshmija ma e mir esht liga e kombeve ku jemi ne ligen c nuk kemi kvalitet per momentin te jemi ma lart keshtu siq jemi per nja 20 vjet nuk dot jemi pjesmarres ne kampionate botrore e europiane
",Negative,Sweden,Kosovo,Loss
15,"Ne muajin Tetor pa keta lojtar as mos ta filloj ndonje ndeshje Kosova:
Bernard Berisha?
Benjamin Kololli?
Dionis Avdijaj?
Elbasan Rashani?
Hekuran Kryeziu?
Arber Zeneli?
Kurse Kastrati dhe Rashica te futen gjithmone ne pjesen e dyte",Neutral,Greece,Kosovo,Draw
29,Marreeeee marre jepjani ismet munishit me ballkanin 5 copa ja jepke Moldoves,Negative,Kosovo,Moldova,Win
4,"kur lujshmi futboll ne femijeri neper livadhe, e kishim nivelin ma te larte se keto dy ekipet ne kete loje.",Negative,Israel,Kosovo,Draw
15,"Urime per barazimin
",Positive,Greece,Kosovo,Draw
11,"Jaa weq stress um japin mi kshyr kta pa zemer qe jan !
",Neutral,Kosovo,Greece,Loss
15,"Loj e gerditshme , pa kurfar koncepti tlojes
Komplet e bazune ne lojen ne ajr permes krosimeve!!
Nje Lirim Kastrati (Amater)
Nje Rashic inengzistent , si gjithmon kur luan me Kosoven
Nje trainer Babadimer qe merr rrogen kot.
Pa Zenelin ska lezet loja Kosoves.
Fat i madh qe morrem barazim ndaj nje Greqie me te dobt se kurr.",Negative,Greece,Kosovo,Draw
7,Edhe gjyshja jem e kish fitue mi Qiprin .. ,Neutral,Kosovo,Cyprus,Win
15,"Lirim Kastrati aut , Besar Halimi aut veq me portjer kena lujt me një Greqi të lodhur që veq fush jan rrcue me mar gol minuten e 45 ma mir me than e falum golin ishalla nuk lujna kështu kundër Spanjes me 8 Shtator
",Negative,Greece,Kosovo,Draw
3,Shkarkone ket trejner t biciklistav..,Negative,Kosovo,Andorra,Draw
15,"O federat e jav pshurrsha karakterin qe e keni. 1 trajner mut si i joni kerka se gjanii o matufa trajneri gabon 1 her 2 e jo qe 3 vjet o coftinaaa kem tu hup pe shen trajneri qe mesfushaa 0 osht me valonin e me halimin edhe apet i len ne loj o matufaaaa heknee ket mut se kosova ka lohtar 100 her mat mir si kta dy deshtakat se sherri tynve as lojtart tjer spo kombinohen
",Negative,Greece,Kosovo,Draw
3,Katastrof met bo pishman edhe kohen qe e hup mi kqyr kta MARRE ,Negative,Kosovo,Andorra,Draw
15,"Shkarkojeni trajnerin! Mos me fut Selmanin ne loje eshte gabim fatal! Edhe pret me ndrrime ne 10 minutat e fundit. Kete loje e kish fitu Kosova!
",Negative,Greece,Kosovo,Draw
28,"Brravoooo, ishte nje loj mbreslanse, shpresojm te vazhdojn njejt.",Positive,Kosovo,Lithuania,Win
11,"A kqyret Aliti Tu lujt futboll ?
",Neutral,Kosovo,Greece,Loss
4,Rashica dreshevic kurr mos ti shoh ne loje mo,Negative,Israel,Kosovo,Draw
3,Nje federat normale e kish shkarku selektorin po per fat te keq duke u nis prej kryetarit te federates e deri te ma i vogli jan te korruptuar e mos te permendi qe zotri Ademi eshte nen arrest e qka po lypim ma shum dhe ky zhgenjim e ka nje emer AGIM ADEMI,Negative,Kosovo,Andorra,Draw
3,Deri sa nuk e Respeketojm skuadren që asht ne nivelin ton e neve nav doket vetja se jem Brazili i fitojm ndeshjet neper emisione telivizive pa u lujt loja Analistet tan naj Teshin thuti se sicili i ka karier futbolli 15vjet në La Liga. Dut me punu shum me gjeneratat e reja se kur po naj marrin pi qujm tradhtar qka pritet pi Fédérales kur kryetari arrestoes ne pik te dites su arestu që se ka agjeru Ramazanin po qe ka keqyr me vjedh shtetin e vet,Negative,Kosovo,Andorra,Draw
9,A spo ju vjen marre me shkru a?,Neutral,Greece,Kosovo,Loss
4,U dasht me fitu per Agim Ademin sot,Neutral,Israel,Kosovo,Draw
3,"Federball duhet me reague, nuk munn me nje ekip qe ka kualitet te Superliges se Kosoves me barazim ne shpi! Fatkewessht si Eki jane shume te dobet! A buk po din Traneri me komponue ekipin dhe lojen,Apo jane lajtaret aq tedobet profesionalisht!",Negative,Kosovo,Andorra,Draw
28,Me spanjen lum me kosoven u23 se me kta i bojna leshh i shtimm me ngajtt si zagar naper fushh?? Pot fort ishemm kon nket sport be xhuf xhuf,Negative,Kosovo,Lithuania,Win
14,Dhe kundershtari ishkan ifort veq kpuct kishin gabu ngusht smujshin me ngajt,Neutral,Kosovo,Burkina Faso,Win
4,"Shume bukur kan lujt po mbrojtja shume gabime kan ba ! Kunder Andoren ishallah 7: 0 fitojn edhe mushen pak mend
",Neutral,Israel,Kosovo,Draw
3,Jav pshurrsha gojen bacit kjo psht katastrof urime per xhugjat e andores,Negative,Kosovo,Andorra,Draw
11,Mos ma thirrni ma muriqin ,Negative,Kosovo,Greece,Loss
13,q r Astrit Selamani ne bank rezerv Muriqi 90 qe tmerr prej vitit tkalum sa kerkah ??po Kosova nga keto dy loj trajneri po duket super,Neutral,Switzerland,Kosovo,Draw
15,"A t ka bo najse Astrit selmani o challandes qe spe shtin?
",Neutral,Greece,Kosovo,Draw
15,"Qeky Rashica ma mir let shkon me nejt me Nan e me Bab e let Qmallet e le ta harron Perfaqesuesen?????bash lidhje spo ka per Kosoven,Tugin po ma qon kur pe sho",Negative,Greece,Kosovo,Draw
3,Kurr mos fitofshi gjytyryma. Marre marreee marreeee kurrrrrrrrrr ne jet sju kqyri as nuk jau dhij as flamurin as perfaqsusen,Negative,Kosovo,Andorra,Draw
3,Une nuk e kuptoj qysh munet me lujt Zymer Bytyqi edhe Bersant Celina ne kete Kombetare??? Sjeni per kurgjo o Brazili i Europes ??,Negative,Kosovo,Andorra,Draw
4,"Katastroph me kshyr...
",Negative,Israel,Kosovo,Draw
19,"Kosova sod ka mujt me hi ne fush pa trajner sepse pom doket trajneri challandes ment tjeter kah i ka pas. Duhet sa ma shpejt me shkarku challandesin!
",Negative,Kosovo,Spain,Loss
2,Po ku pi gjeni kta trenara pa gjak be nonen qaj qe e ka zgjedh tu be nonen po ky grup u dasht mu kalu,Negative,Kosovo,Romania,Draw
8,"Ndrojeni at mbrojtje xamaxave e vaduzave , kqyrni ne ligen e kosoves 100% i gjeni 2 mbrojtsa mat mir se qata qe i patet nloj
",Negative,Northern Ireland,Kosovo,Loss
19,Qudi a nuk ka te drejt KOSOVA zevendesime trajner kotii ,Negative,Kosovo,Spain,Loss
29,"Lojtart e ndeshjes Kastrati Muriqi dhe V . Berisha kan nga mas shumti a per ma i dopt as per ma hall se kisha lan me lu at Zhegroven .Ma heret o duft me ndrru qiftin e tina.
",Negative,Kosovo,Moldova,Win
28,Ju lumt shpresoj te vazhdoni keshtu,Positive,Kosovo,Lithuania,Win
2,"Si e leni Donat Rrudhanin ne stol, ndersa Paqarada nuk ishte ne gjendje nje top t'a pasoje si duhet. Pastaj Ermal Krasniqi poashtu nuk futet ne loje. Ky trajner thjeshte po eksperimenton me Kosoven, ua ndryshon pozitat lojtarve, sot startoi me 6 mbrojtes ne nje ndeshje jetike per Kosoven.",Negative,Kosovo,Romania,Draw
29,Deri kur kështu?!,Negative,Kosovo,Moldova,Win
7,Urgjent ni mbrojts duhet me e lyp dikun n vend t Kryeziut,Negative,Kosovo,Cyprus,Win
18, zvicren qe e presin jon veq imeri dhe toma po asnjoni se kap e per gjermanin spo flas as berisha as rexhbecaj se arrijn me lujt per gjermanin ?? sot e 700 vjet. Ça bone tha Ledri?,Negative,Sweden,Kosovo,Loss
11,"Kolollin nuk duhet as me thirr ne Kombtare e le mo me shti ne loj tmerr
",Negative,Kosovo,Greece,Loss
9,As qe i kqyri ma,Negative,Greece,Kosovo,Loss
28,24 Mars bombardime serbis tash Lithuanis,Neutral,Kosovo,Lithuania,Win
4,"Loj shum e lodht ,mesfushor hiq nuk ka pas vetum mbrotja ka lujt nuk e di Treneri q kshyr??!!",Negative,Israel,Kosovo,Draw
8,"Tmerrrrr vallahi,veq me bo bee mos mi kqyr kurr se lukthin ta kopin kta.
",Negative,Northern Ireland,Kosovo,Loss
28,Vojvoden paqaraden e kolollin as me dele nuk i kisha lane se jo me lue futboll,Negative,Kosovo,Lithuania,Win
29,Zoti pa ju marru mos e lasht krejt dorheqje.,Negative,Kosovo,Moldova,Win
18,"Killqa bre vin atu me ni cop burek nuk mahet shpirti të lodht shkojn por sfilad atu me ec pritojn e majn topin kot e hupin e majn topin te golla lidhen nyje mes veti
",Negative,Sweden,Kosovo,Loss
3,Kjo asht puna e Agim Ademit Turp ju koft prej mat te madhit me ne krye me Agim Ademin e deri te ma i vogli ne Federat besoj Qe FC Ballkanin me pas fut ne loj e kesh fitu ket loj a nik ka trainera te Kosoves po me doemos duhet me mor te huj po edhe tek e fundit qka pritet prej perfaqsueses kur kryetari asht ne Burg.,Negative,Kosovo,Andorra,Draw
3,Kur nuk mundemi me mujt Andoren skem qka lypim ne kampionatin Evropian ! Tmerr,Negative,Kosovo,Andorra,Draw
9,"O kta jan shkruma njerz pa pik inati pse mbrohen 80 minuta lojtart e zi skisha pa marrzi ju qoft.
",Negative,Greece,Kosovo,Loss
2,"ZHEGROVA ???? Paqarada jasht , DONAT RUDHANI IN Edhe ni sulmues duhet me zbulu 9 Kosova , aty po kemi problem.",Negative,Kosovo,Romania,Draw
29,O Zot shyqyr qe u kry...... se zemren ma kan plas!,Negative,Kosovo,Moldova,Win
19,"Pershendetje Federata e Futbollit e Kosovës skemi as nje gjë te keqe nga ju por nje lutje nga diaspora qe te largoni sa me par plak zvicrranin se kjo nuk është normale të kesh loj me spanjen për 93 minuta pa as nje ndrrim te lojtarve kjo është turp
",Negative,Kosovo,Spain,Loss
3,Dobet. Filloni procedurat qe ta bejme nje kombetare Kuq e Zi pra ne kombetare te forte. E jo nje perfaqesuese e dobet dhe nje kombetare e dobet.,Neutral,Kosovo,Andorra,Draw
4,"Urime Kosova,suksese ne vazhdim",Positive,Israel,Kosovo,Draw
29,"Shko hani koqe se sjeni per loj ani ai zhegrova ai kam shtremqi kqyrke mem lu si messi lidhje me loj skeni moldavia ke tju pshur po nafak patet more noobaaaa
",Negative,Kosovo,Moldova,Win
15,"Shume te poshter UEFA, qe nuk po na vendosin ne grup me Malten, Andoren e keta
",Negative,Greece,Kosovo,Draw
22,"Ju lumt djelmoshat, urime  ",Positive,Kosovo,Gambia,Win
2,Qet gollen qe e hupi Vedati se di a ke me kordinim a pa kordinim ,Negative,Kosovo,Romania,Draw
11,"Katastrof per do lejtar jav nxi jeten
",Negative,Kosovo,Greece,Loss
18,"E keni knaq krejte!
",Neutral,Sweden,Kosovo,Loss
11,"Un kisha lujt 100 her ma me zemer vetum e vetum për inat si asht ajo thonja kangen pe di po zoni spom shkon
",Positive,Kosovo,Greece,Loss
29,"HISTORIKE. Debutimi i Armend Thaqit sonte ne ndeshje eshte hera per qe nje lojtar qe luan aktualisht per nje ekip Kosovar (Ballkani) , qe aktivizohet ne nje ndeshje per kualifikime zyrtar te FIFA-s dhe UEFA-s per kombetaren A. Heren e fundit ka qene Fadil Vokrri ne viten 1985 kur ka luajtur kunder Bullgarise per ish-ju dhe ka qene pjese i KF Prishtines.
",Negative,Kosovo,Moldova,Win
15,"Shyqyr se i pat lshu gjiza
",Neutral,Greece,Kosovo,Draw
15,"Me lujt Kosova me 11 lojtarë edhe me pas selektor kurr kerkush sun e mun. A qurrshia mi amelzim ke kur ngajti ai pacovi i rtv 21 me festu, demek un ekipa e kta.
",Negative,Greece,Kosovo,Draw
2,Vedat Muriqi kur lojtar ska me kon sherri ti u anulu goli sherri ti në fund nuk shenoj shutoj lart sa skamë .,Negative,Kosovo,Romania,Draw
3,Portjer i Lodht ni aksion e paten e murr goll,Negative,Kosovo,Andorra,Draw
28,"Urime Kosovč.
Zeneli,Dresheviç dhe Kryeziu me te miret",Positive,Kosovo,Lithuania,Win
18,"Sa nuk mun federata mi marr lojtar si Rexhbecaj,Mergim Berisha,Zeqiri e do tjere,ski qka pret loj t hajrit pi lojtarve kur gjysa nuk lujn n ekip t vetin.
",Negative,Sweden,Kosovo,Loss
8,"Rashica, ulu 1sh e ki.
",Negative,Northern Ireland,Kosovo,Loss
11,Turp,Negative,Kosovo,Greece,Loss
19,"Sakata sulmus
",Negative,Kosovo,Spain,Loss
3,"#GiresseOut Gjith qysh thoishin na 3 pik, bilem edhe me 3-4 Gola ne avantazh???????????? ""Na bojm Opa pa e kapercy Gardhin"" ???????????? Ky trajner menihere duhet vet me dhan dorheqje????????",Negative,Kosovo,Andorra,Draw
28,urime krenar me ju suksese edhe ne ndeshjet e ardhshme.,Positive,Kosovo,Lithuania,Win
8,"I pa drejte ky rezultat
",Negative,Northern Ireland,Kosovo,Loss
15,"Marre per Rashicen e Kastratin lojtar pa gjak valla kurgjo spo kallxojn qe sa Bernard Berishen urgjent thirne se shkum poshttt
",Negative,Greece,Kosovo,Draw
9,Absolut slujajten me zemer disi sdi si te them marre te ju vij,Neutral,Greece,Kosovo,Loss
2,Edhe bylbyl sokoli i kish nxjer kto rezultate,Neutral,Kosovo,Romania,Draw
3,qe se qoni trajnerin te shpia merne qone te shpia,Negative,Kosovo,Andorra,Draw
22,Jetmir Topalli ishte ma i trenti,Neutral,Kosovo,Gambia,Win
28,Endrit super kosova,Positive,Kosovo,Lithuania,Win
8,per veq 2Muriqve tjert Tmerr,Negative,Northern Ireland,Kosovo,Loss
18,"Tani thon lujtum mir por spatem fat pa fatsi është nese udhton me traget dhe fundoset apo bie avjoni futbolli don lojtar
",Negative,Sweden,Kosovo,Loss
3,"Turp turp pafund. Pa vizion, pa sulum, pa mbrojte ne perjashtim te Rrahmanit dhe Zhegroves. Te tjeret jasht kombetares. 2 ndeshje 2 pike. Andora outsidere barazim. Lojtar pa ndjenja pa deshire pa shpirt pa u mundu fare. Per shtetin me luajt duhet me luftu me shpirt, ngjyrat e shtetit nuk mbrohen duke ecur ne fushe. Jasht komplet ekipa .",Negative,Kosovo,Andorra,Draw
3,Nuk e pash ndeshjen sop sop paska dal ndryshoni tranjer,Neutral,Kosovo,Andorra,Draw
15,E mbushni stadiumin me politikan e njerz qe as 2 loja te plota futboll nuk i kqyrin ne jeten e tyre TURP TURP e nuk lejoni tifoZ qe per 90 minut perkrahin kombtaren ,Negative,Greece,Kosovo,Draw
3,x-x te hanen gima te kafet e vogla e shijon djellin,Neutral,Kosovo,Andorra,Draw
28,Oj Kosove a je quuu shaaa isheee çarttt moreeee santeeee,Neutral,Kosovo,Lithuania,Win
11,"Prezantim shumë i zbehtë.As edhe hija e asaj gjysëmloje të dytë me Qipron.
Mesfusha inekzistente.(Pse u fillua
pa V.Berishën dhe Dresheviq ?) E pakuptueshme
vendosja në të njëjtën pozitë
e dy lojtarëve identik,Zenelit dhe Rashicës.(Edhe më e pakuptueshme largimi nga loja i të dyve bashkë !)
Muriqi për momentin nuk meriton të jetë titullar.
Ndjehet shumë mungesa e
Vojvodës, Paçaradës...
Aspak nuk u shfrytëzua statusi i nikoqirit.
Futbollistët nuk e patën ditën.Bashkë me ata-edhe
përzgjedhësi.
Urojmë një ditë më të mbarë
në takimin kundër Irlandës V.",Neutral,Kosovo,Greece,Loss
8,"Është mëkat që përsëri u humben tre pikë në dhjetë minutat e fundit për mendimin tim pa nevojë, suksese në të ardhmen.
",Negative,Northern Ireland,Kosovo,Loss
8,"Respekt per lojtart veq ketë trener sa ma par duhet zhgarkuar personi qe ja humbi lojen sotë Kosoves eshtë treneri, Kosova lujti pa trener sotë zavensime te vonuara pa strategji per loj ky trener se meriton me kon ne banken e Kosoves!
",Negative,Northern Ireland,Kosovo,Loss
8,"Qeshtu abej Muriqi, dridhesh para gollit ne minuten e 90,
Qysh u dridhshe ate dite tu hi nfushe.
Shanci i paster me ja bo 0-2 .
Mbi tgjitha nashta loja ma e bukur nga tgjitha ndeshjet me shume raste .
Si gjithmone man of the match: Milot Rashica",Positive,Northern Ireland,Kosovo,Loss
8,"A ka naj Shpjegim pse lun Futboll ne Kombtare ALITI edhe FAZLIJI
",Negative,Northern Ireland,Kosovo,Loss
13,Definitivisht Zhegrova e ka kthjell lojen!Super Lojtare! Zhegrova,Positive,Switzerland,Kosovo,Draw
18,"A ka kryetar kjo federat e mu...t marre per kosoven qfar njerz pe udh,heqin kap more hekne at trainer as ni minut mos e leni
",Negative,Sweden,Kosovo,Loss
2,E keni emru ni trajner qe sigurt as sa fmi i ka se din qaq qe osht plak e lemo me dit qa me bo per me fitu,Negative,Kosovo,Romania,Draw
19,"Hiqni be kta lloma lojtar pi fushe njo ma i dopt se tjetri kan hi ne fillim me njoftesi e kan met..
",Negative,Kosovo,Spain,Loss
3,Perfaqesuesja sja ka borxh asni lojtarit mja dhon 50 loj mos po dhez pahiri!,Negative,Kosovo,Andorra,Draw
9,Perveq Rrahmani se krejt tjert ne fush llom jeni,Negative,Greece,Kosovo,Loss
3,"Qysh kan lujt sot Kosova, edhe 2 dit me pas lu qeshtu gol sun i kish dhan, si mu kan tu lu me dur n'xhepa kadal dale ncncn Katastrof.",Negative,Kosovo,Andorra,Draw
2,"TRAJNER PA IDEJA! Mos u dhini, sot fill largone more.",Negative,Kosovo,Romania,Draw
13,Super Kosova,Positive,Switzerland,Kosovo,Draw
2,"Bane bythen ju se bashku me ket trajner , deshtaka !!!",Negative,Kosovo,Romania,Draw
18,"e keni knaqë.....
",Neutral,Sweden,Kosovo,Loss
11,"Po vërehet dora e trenerit ekipi është shum më premtues se
Me trenerin paraprak ne jemi fansa të ???? por tashmë teknologjija ti jep të gjitha muncit që secili të ket aftesi mej pa përparimin e ekipit dhe gabimet tash jemi në një lig më të fort në Ligen C duhet veq durim ky ekip premton shum por
Derisa të luajn të gjith lojtaret në top 5 ligat më të fortat në Europ mos pritni që ne do fitojm qdo ndeshje forca dardan forca",Neutral,Kosovo,Greece,Loss
13,"Prej kazmes e kacijes e ne analista t'futbollit???? Loj shum e mir, e kalibrune prej dy palve, Suksese per Kosoven ton te dashur",Neutral,Switzerland,Kosovo,Draw
